Control_1	Control_2	Control_3	Heat_treated_1	Heat_treated_2	Heat_treated_3
g272	11.7951622822972	12.1097496961864	12.2691506118084	11.1412287416463	11.8506753133013	11.6170832668142
g273	8.83511978285803	8.7626878276929	9.10493937979211	9.71482813418285	8.72703781689439	9.33303661374129
g274	9.24417251354515	9.10917316262831	9.3112767524739	9.79424772081118	9.43636248385175	9.85693017838546
g275	10.1131248742848	9.47361961707077	9.88813299576873	9.13949095624934	9.02140186838088	8.48132982344646
g276	8.08337406929817	8.35925937999184	8.18315655574383	8.79745408820992	8.25712187146573	8.96922484481705
g277	8.52615985060263	8.67715928713173	8.45338584284467	8.6597576691882	9.113094324723	9.18664796271435
g278	3.94021604981629	6.05096174508707	6.16909133090073	4.05895574948756	3.09369593499308	3.19797558076682
g279	8.1039288914362	8.25115737689352	8.47659069726211	8.78992138843701	8.52850105659574	8.6720262691363
g280	6.37667090592697	9.15590670051728	9.36671664190639	6.36912876055156	5.29239032695566	5.78267098129597
g281	3.25141674776329	3.22956508617969	3.53230195450373	4.47230935777333	3.08822123374655	4.18233723812226
g282	10.9214020916644	8.62468006469337	9.08180445260855	10.9229443449593	11.7160028310589	10.6554624384157
g283	11.1958020964207	10.2691608879806	10.5018350041179	11.4112579307487	12.2908962727537	10.9032626953564
g284	9.40332613148134	10.132700106659	10.0556469920553	9.95331012396774	9.5902591812588	9.95647405651293
g285	9.42293686747159	9.86856901899091	9.64773505067754	10.0396929956017	9.58492012717903	10.1214371860863
g286	12.2824313444724	11.8365861826257	12.0884615073582	12.8685476872857	13.2105800516388	12.3367244596965
