"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"g255",1724.18158693316,-0.968608055514907,0.326435974455628,-2.96722215475846,0.00300503745956516,0.0109799445637958
"g256",2493.6235379492,1.14042379895734,0.815368148111609,1.3986612079446,0.161914602177993,0.26828873035307
"g257",20.4429399336288,-0.438969795998774,0.942333538738378,-0.465832720531712,0.641335242083151,0.722452743058095
"g258",13252.656500432,0.835927506379696,0.375847344611035,2.22411443998573,0.0261407456017469,0.0656598678512416
"g259",56.659474449712,2.29072972321048,0.8869634160137,2.58266539730101,0.00980403560883213,0.0307049466870017
"g260",360.910769663433,1.20625032288815,0.518692376217954,2.32556015510297,0.0200420272858663,0.0528886831154806
"g261",737.623104880801,-1.23969442432102,0.607193628768739,-2.04167890699852,0.0411833924129916,0.0938981347016208
"g262",4190.7651134038,1.50108239657738,0.370963515727943,4.04644212418519,5.20019741430223e-05,0.000511053883819357
"g263",61.382996752885,5.49857678533401,0.751375844884046,7.31801111623779,2.51673020833481e-13,1.79317027343855e-11
"g264",1070.79385524416,-0.271295694407371,0.334171761076898,-0.811845062949356,0.416880540945212,0.540049791679024
"g265",17.6518742872015,-4.03597438373722,1.02311144088746,-3.94480427296988,7.98651850667381e-05,0.000686489617264208
"g266",47.6640423131897,-0.741548142004457,0.694154580529442,-1.06827522687939,0.285396379805204,0.419267877548882
"g267",56.745816608017,0.835343268234255,1.33455139358331,0.625935630692601,0.531357162749438,0.643744726601861
"g268",685.000007700507,1.27758722064624,0.411777832117701,3.10261291647449,0.0019182035501233,0.00780982873978772
"g269",1813.46263970847,0.750737722235238,0.327719521269094,2.2907934178837,0.0219753645159501,0.0569361717004161
"g270",5315.77332977277,0.399028041527578,0.377974641396605,1.05570056248531,0.291105040104244,0.420382437513589
"g271",1538.38590275735,0.0284527998472593,0.307065142194637,0.0926604682117391,0.926173303640375,0.946091009095006
"g272",3754.0655456213,-0.703777506252148,0.405047575651194,-1.73751813011271,0.0822957566967423,0.159552997677357
"g273",575.317850146355,0.612022929479631,0.466066890096321,1.31316543286983,0.189127209120442,0.304526862143085
"g274",728.559615933956,0.694262171768368,0.312408935119801,2.22228654088314,0.0262639471404967,0.0656598678512416
"g275",741.828282981587,-1.33999472501978,0.435504039314394,-3.076882426003,0.00209177789739538,0.00826836884039643
"g276",365.697429877102,0.725224053563435,0.396915996233988,1.82714745801251,0.0676776013259191,0.138763427179043
"g277",452.978430824893,0.663037507280646,0.350275882299211,1.89290082699519,0.0583710592675128,0.123227791786972
"g278",48.1773512950244,-4.19330528509272,1.23432168736932,-3.39725480642718,0.000680655554319415,0.00352703332692788
"g279",363.445692004217,0.553339834944496,0.316938168978904,1.74589206698334,0.0808297086271443,0.158872185922318
"g280",375.430075277715,-4.28200026950448,0.942801311470567,-4.54178437960113,5.57800767994192e-06,8.36701151991288e-05
"g281",15.8540204164649,1.82670936887774,1.00157751461664,1.82383224685003,0.0681774371609048,0.138789782791842
"g282",1928.3456196326,1.63149940011562,0.882925255861068,1.84783410519219,0.0646263454744672,0.133467452610313
"g283",2675.20544679678,1.33230495727863,0.618599029351752,2.15374563176213,0.0312601254774683,0.0748666870678863
"g284",948.698160794372,-0.0880114362733184,0.414869106731801,-0.212142661010946,0.831995738381826,0.881482473750261
"g285",904.175921447293,0.395017890562365,0.372247658501656,1.06116957767407,0.288612842333383,0.420382437513589
"g286",6114.63116849925,1.08913516087643,0.429533014341827,2.53562619056258,0.0112246479268562,0.0336739437805687
